날짜,요일,식사구분,메뉴번호,메뉴명,음식분류,칼로리(kcal),단백질(g),지방(g),탄수화물(g),나트륨(mg),당류(g),식이섬유(g),콜레스테롤(mg),포화지방(g),원산지,보관방법,알레르기유발물질,비고
2026-04-27,월,석식,8,수정과,후식/음료,89,21.7,21.5,5,272,9.3,4.3,4,4.4,국내산,냉장보관,"난류,대두,밀,새우",
2026-04-28,화,조식,1,현미밥,주식,343,6.8,15.9,43.2,889,9.5,4.3,1,2.2,국내산,냉장보관,"난류,밀,대두",
2026-04-28,화,조식,2,시금치된장국,국/찌개,76,13.6,3.6,5,567,6.5,4,90,6.6,국내산,상온보관,"밀,대두,새우",
2026-04-28,화,조식,3,멸치볶음,주찬,268,26.4,17.1,5,768,11.1,2.2,58,2.4,국내산,냉장보관,"난류,밀,대두",
2026-04-28,화,조식,4,도라지무침,부찬,68,12.4,5.1,5,722,8.1,1,62,2.1,국내산,상온보관,"난류,밀,대두",
2026-04-28,화,조식,5,멸치볶음,부찬,69,16.7,12.4,5,885,8.3,5.3,5,5.4,중국산,냉장보관,대두,
2026-04-28,화,조식,6,깍두기,김치류,29,9.7,10.2,5,177,8,6,22,3.8,중국산,냉장보관,없음,
2026-04-28,화,조식,7,깍두기,김치류,29,18.3,22.7,5,636,7.3,2,24,6.2,중국산,냉장보관,없음,
2026-04-28,화,조식,8,과일(포도),후식/음료,112,28.9,10.9,5,602,11.2,3.4,18,1.1,미국산,냉장보관,"난류,대두,밀,새우",
2026-04-28,화,중식,1,찰밥,주식,339,25.6,24,5.1,600,14.5,0.8,47,6.8,국내산,상온보관,없음,
2026-04-28,화,중식,2,감자국,국/찌개,104,27.1,4.1,5,601,4.9,0.5,66,7,국내산,냉장보관,"난류,대두,밀,새우",
2026-04-28,화,중식,3,참치전,주찬,240,32.7,6,13.8,425,3.7,3.9,16,4.4,국내산,냉동보관,우유,
2026-04-28,화,중식,4,시금치나물,부찬,68,33.3,7.4,5,326,11.7,5.1,88,4.6,국내산,냉장보관,"밀,계란,대두",
2026-04-28,화,중식,5,연근조림,부찬,55,24.6,8.5,5,216,10.3,1.4,114,4.2,국내산,냉장보관,"대두,밀",
2026-04-28,화,중식,6,갓김치,김치류,10,35,14.1,5,882,13,3.4,53,3.7,국내산,냉장보관,"난류,밀,대두",
2026-04-28,화,중식,7,오이소박이,김치류,31,14.9,11.2,5,542,7.3,0.5,57,2.6,미국산,상온보관,대두,
2026-04-28,화,중식,8,과일(바나나),후식/음료,114,30.7,14,5,351,1.1,3.9,118,6.2,국내산,상온보관,없음,
2026-04-28,화,석식,1,콩밥,주식,363,24.7,24.9,10,189,1.7,5.2,93,5.9,미국산,냉장보관,대두,
2026-04-28,화,석식,2,된장찌개,국/찌개,107,13.9,9.8,5,588,10.8,4.8,21,3.6,국내산,상온보관,"대두,밀",
2026-04-28,화,석식,3,두부조림,주찬,230,6.6,10.9,26.4,314,12.5,5.6,99,0.6,호주산,상온보관,없음,
2026-04-28,화,석식,4,가지나물,부찬,37,33.7,19.4,5,221,12.1,2.3,113,6,미국산,냉장보관,없음,
2026-04-28,화,석식,5,양파볶음,부찬,86,14.4,7.4,5,467,1.3,1.4,84,1.2,국내산,냉장보관,"우유,계란",
2026-04-28,화,석식,6,석박지,김치류,29,26,24.2,5,814,5.8,3.5,102,4.7,중국산,냉동보관,없음,
2026-04-28,화,석식,7,배추김치,김치류,10,33.2,22,5,413,7,6,118,3.4,국내산,상온보관,"난류,밀,대두",
2026-04-28,화,석식,8,과일(바나나),후식/음료,92,8.5,12.8,5,797,13.5,2.8,59,8,국내산,상온보관,"밀,계란,대두",
2026-04-29,수,조식,1,팥밥,주식,351,32.1,17.4,16.5,435,4.3,2.5,21,2.5,국내산,냉동보관,없음,
2026-04-29,수,조식,2,감자국,국/찌개,73,29.7,9.7,5,823,11.1,4.9,105,1.5,중국산,냉장보관,우유,
2026-04-29,수,조식,3,소시지볶음,주찬,257,21.4,13.2,13.2,819,8.9,3.4,53,2.1,국내산,상온보관,"밀,계란,대두",
2026-04-29,수,조식,4,시금치나물,부찬,42,10.1,22.6,5,201,3.7,5.4,89,4.4,국내산,냉장보관,"대두,밀",
2026-04-29,수,조식,5,멸치볶음,부찬,52,31.6,8.4,5,702,12.2,5.6,7,2,국내산,상온보관,"난류,대두,밀,새우",
2026-04-29,수,조식,6,석박지,김치류,-7,12.1,8.9,5,166,2.5,3.2,11,6.1,국내산,상온보관,"대두,밀",
2026-04-29,수,조식,7,총각김치,김치류,17,19.3,13.3,5,560,7.7,5.5,114,2.8,국내산,상온보관,"난류,밀,대두",
2026-04-29,수,조식,8,식혜,후식/음료,82,21.7,7.4,5,777,1.1,1.3,60,7,국내산,냉장보관,"밀,계란,대두",
2026-04-29,수,중식,1,잡곡밥,주식,361,11.5,3.8,70.2,528,5.4,5.1,39,2.3,국내산,냉장보관,"밀,대두,새우",
2026-04-29,수,중식,2,두부된장찌개,국/찌개,101,24.1,9.8,5,646,6.2,0.7,66,0.8,국내산,냉장보관,"계란,밀",
2026-04-29,수,중식,3,삼겹살구이,주찬,258,28.6,5.2,24.2,289,4.8,4.8,75,6.2,중국산,상온보관,없음,
2026-04-29,수,중식,4,상추무침,부찬,54,28.8,20,5,500,9.4,1.2,109,7.9,국내산,상온보관,없음,
2026-04-29,수,중식,5,감자조림,부찬,60,13,6,5,185,1.5,1.7,68,5.5,중국산,상온보관,"난류,대두,밀,새우",
2026-04-29,수,중식,6,갓김치,김치류,32,7.6,7.3,5,812,14.1,0.9,67,5.9,국내산,냉장보관,"우유,계란",
2026-04-29,수,중식,7,파김치,김치류,22,32.1,4.6,5,525,2.9,2.5,48,4.7,국내산,냉동보관,"난류,밀,대두",
2026-04-29,수,중식,8,요구르트,후식/음료,88,28.1,5.5,5,179,12.4,0.8,3,7.1,미국산,냉동보관,없음,
2026-04-29,수,석식,1,팥밥,주식,377,31.5,7.3,46.3,183,3,3.5,83,3.3,국내산,냉동보관,없음,
2026-04-29,수,석식,2,소고기뭇국,국/찌개,101,7.2,19.2,5,520,8.3,0.7,107,7.9,미국산,냉장보관,우유,
2026-04-29,수,석식,3,소시지볶음,주찬,222,24.9,21.2,5,824,3.8,1.1,16,7.2,호주산,냉동보관,없음,
2026-04-29,수,석식,4,숙주나물,부찬,85,34.4,5,5,192,2.9,2,32,4.6,국내산,냉장보관,"대두,밀",
2026-04-29,수,석식,5,풋고추볶음,부찬,73,12.9,6.4,5,475,1.8,5.8,71,5.6,국내산,냉동보관,"대두,밀",
2026-04-29,수,석식,6,동치미,김치류,14,11.5,16.9,5,575,6.2,2.3,107,4.2,중국산,냉동보관,"난류,밀,대두",
2026-04-29,수,석식,7,오이소박이,김치류,3,34.9,19.2,5,656,8.7,3.3,112,7.5,미국산,냉동보관,없음,
2026-04-29,수,석식,8,우유,후식/음료,69,8.9,14.7,5,606,3,3.7,77,1.5,국내산,냉장보관,없음,
2026-04-30,목,조식,1,잡곡밥,주식,366,18,9.6,51.9,898,12.4,3.3,27,7.3,미국산,냉동보관,없음,
2026-04-30,목,조식,2,설렁탕,국/찌개,56,28.1,9.4,5,171,8.4,1.1,82,4.2,국내산,상온보관,"난류,밀,대두",
2026-04-30,목,조식,3,갈치구이,주찬,275,14,10.3,31.6,508,8,5,65,1.4,국내산,상온보관,"우유,계란",
2026-04-30,목,조식,4,숙주나물,부찬,43,27.7,14,5,269,2.2,5.8,59,1.4,국내산,상온보관,대두,
2026-04-30,목,조식,5,당근조림,부찬,55,21.8,12.6,5,225,5.7,1.3,94,1.9,중국산,냉장보관,없음,
2026-04-30,목,조식,6,파김치,김치류,38,14.8,19.8,5,221,10.6,0.6,97,7.5,국내산,냉장보관,"우유,계란",
2026-04-30,목,조식,7,백김치,김치류,23,8.6,10.9,5,401,3.7,3.3,56,5.7,국내산,상온보관,없음,
2026-04-30,목,조식,8,과일(오렌지),후식/음료,119,13.7,17.5,5,606,7.6,5,58,0.8,국내산,냉장보관,대두,
2026-04-30,목,중식,1,오곡밥,주식,327,12.1,17.3,30.7,649,1,1.5,67,3.1,호주산,상온보관,없음,
2026-04-30,목,중식,2,북어국,국/찌개,73,16.1,7.5,5,270,10.7,3.3,46,7.7,국내산,냉동보관,"대두,밀",
2026-04-30,목,중식,3,돼지불고기,주찬,222,5.5,7.5,33.1,737,10.8,5.8,4,0.9,중국산,냉장보관,"밀,계란,대두",
2026-04-30,목,중식,4,무생채,부찬,90,14.1,14.8,5,518,7.2,4.2,110,6.3,국내산,상온보관,"난류,밀,대두",
2026-04-30,목,중식,5,계란부침,부찬,73,25.2,12.1,5,365,4.5,1.8,109,7.5,국내산,냉장보관,없음,
2026-04-30,목,중식,6,깍두기,김치류,16,24.9,18.8,5,360,9.7,1.6,68,4.5,중국산,상온보관,"계란,밀",
2026-04-30,목,중식,7,갓김치,김치류,33,20.2,18.3,5,332,8.6,4.5,51,6.9,국내산,상온보관,"난류,밀,대두",
2026-04-30,목,중식,8,과일(포도),후식/음료,106,6.6,20.3,5,755,11.3,2.1,67,4.2,국내산,냉장보관,대두,
2026-04-30,목,석식,1,현미밥,주식,344,6.7,14.3,47.1,286,1.8,2,33,0.7,국내산,냉동보관,대두,
2026-04-30,목,석식,2,북어국,국/찌개,106,16.4,16.9,5,377,11.7,1,101,3.4,중국산,상온보관,우유,
2026-04-30,목,석식,3,소불고기,주찬,223,20.4,3.8,26.8,761,14.9,3.6,64,5.4,국내산,냉장보관,없음,
2026-04-30,목,석식,4,파프리카무침,부찬,76,18.4,24.7,5,321,5.8,0.8,105,3.5,국내산,상온보관,"계란,밀",
2026-04-30,목,석식,5,멸치볶음,부찬,77,16.8,16.9,5,449,4.3,0.6,3,1.8,호주산,냉동보관,우유,
2026-04-30,목,석식,6,보쌈김치,김치류,22,29.4,24.6,5,676,4.4,4.3,42,6.3,호주산,냉동보관,대두,
2026-04-30,목,석식,7,갓김치,김치류,6,26.8,20.3,5,437,8.8,2.7,72,2.8,미국산,냉동보관,없음,
2026-04-30,목,석식,8,과일(사과),후식/음료,101,28.9,15.3,5,497,3,0.6,79,7.4,국내산,상온보관,없음,
2026-05-01,금,조식,1,보리밥,주식,326,5.4,9.4,54.9,586,10.9,4.6,91,1.1,국내산,냉동보관,없음,
2026-05-01,금,조식,2,소고기뭇국,국/찌개,85,18,18,5,434,11.6,4.6,62,1.8,국내산,냉장보관,대두,
2026-05-01,금,조식,3,닭찜,주찬,277,14.8,3.1,47.5,181,14,5.3,99,5.5,국내산,냉장보관,없음,
2026-05-01,금,조식,4,숙주나물,부찬,33,20.6,3.5,5,193,13.1,3.8,23,2.5,국내산,상온보관,없음,
2026-05-01,금,조식,5,감자조림,부찬,55,17.8,5.9,5,788,8.8,5.7,76,3.5,호주산,냉동보관,없음,
2026-05-01,금,조식,6,파김치,김치류,33,28.1,8,5,718,6.5,2.4,61,2.3,호주산,냉장보관,"밀,계란,대두",
2026-05-01,금,조식,7,배추김치,김치류,20,32.9,6.5,5,723,4.6,1.9,41,2,국내산,냉동보관,"계란,밀",
2026-05-01,금,조식,8,과일(수박),후식/음료,78,19.7,5.4,5,486,13.2,1.8,14,1.2,중국산,냉장보관,"밀,계란,대두",
2026-05-01,금,중식,1,팥밥,주식,349,20.1,18.3,26,850,6.1,1.1,31,2.2,호주산,상온보관,없음,
2026-05-01,금,중식,2,삼계탕국물,국/찌개,60,34.1,6.9,5,753,10.8,1.1,25,5.6,국내산,상온보관,"난류,대두,밀,새우",
2026-05-01,금,중식,3,참치전,주찬,245,8.3,7.9,35.2,790,4.5,3.8,47,1,국내산,상온보관,"난류,밀,대두",
2026-05-01,금,중식,4,오이무침,부찬,62,27.9,16.3,5,830,11.1,1.5,49,3.1,미국산,상온보관,없음,
2026-05-01,금,중식,5,아스파라거스볶음,부찬,79,27,6.4,5,282,13.2,1.7,80,1.7,국내산,상온보관,"밀,대두,새우",
2026-05-01,금,중식,6,갓김치,김치류,23,22.4,12.7,5,846,3.8,2.4,28,6.8,국내산,상온보관,"밀,대두,새우",
2026-05-01,금,중식,7,오이소박이,김치류,31,5,16.5,5,389,4.1,1.5,35,2.1,중국산,상온보관,"난류,대두,밀,새우",
2026-05-01,금,중식,8,과일(수박),후식/음료,83,13.8,17.3,5,704,2.7,4.5,48,1.3,미국산,상온보관,대두,
2026-05-01,금,석식,1,흑미밥,주식,335,15.6,8.5,49,336,2,2,32,3.3,국내산,냉동보관,우유,금요특식
2026-05-01,금,석식,2,순두부찌개,국/찌개,68,21,22.4,5,301,14.2,3.3,117,0.5,미국산,상온보관,"난류,밀,대두",금요특식
2026-05-01,금,석식,3,계란말이,주찬,251,30.7,4.4,22.1,834,10.1,2.1,31,3.3,국내산,상온보관,없음,금요특식
2026-05-01,금,석식,4,양배추무침,부찬,30,27.5,6.4,5,550,14.3,6,21,3.9,국내산,냉동보관,"계란,밀",금요특식
2026-05-01,금,석식,5,연근조림,부찬,106,6.2,11.4,5,282,4.4,5.9,35,2.2,호주산,상온보관,"난류,대두,밀,새우",금요특식
2026-05-01,금,석식,6,백김치,김치류,42,13.8,17.7,5,436,8.5,4.1,38,7.1,국내산,상온보관,"난류,대두,밀,새우",금요특식
2026-05-01,금,석식,7,파김치,김치류,-1,8.9,3.8,5,237,9,1,31,1.1,국내산,상온보관,우유,금요특식
2026-05-01,금,석식,8,과일(사과),후식/음료,101,16,14.3,5,539,7.3,2,16,1,중국산,냉동보관,우유,금요특식
2026-05-02,토,조식,1,팥밥,주식,327,21,8.4,41.8,392,2.5,5.8,33,0.9,호주산,냉동보관,"계란,밀",
2026-05-02,토,조식,2,콩나물국,국/찌개,82,26.6,11.2,5,480,4.8,2.4,103,5.7,국내산,냉장보관,"밀,대두,새우",
2026-05-02,토,조식,3,참치전,주찬,253,13.2,8.8,30.2,488,1.2,3.4,30,1.2,국내산,냉장보관,없음,
2026-05-02,토,조식,4,도라지무침,부찬,90,23.1,17.3,5,853,13.7,4.2,98,5.1,호주산,냉장보관,"난류,밀,대두",
2026-05-02,토,조식,5,연근조림,부찬,62,17.2,5.6,5,468,8.7,5.1,96,4.4,호주산,상온보관,"난류,밀,대두",
2026-05-02,토,조식,6,오이소박이,김치류,-10,28.6,13.7,5,676,3.6,1.7,98,6.1,국내산,상온보관,"대두,밀",
2026-05-02,토,조식,7,배추김치,김치류,33,24.3,24.3,5,764,1.5,3.6,35,2.5,국내산,상온보관,"난류,밀,대두",
2026-05-02,토,조식,8,수정과,후식/음료,70,32.8,13.9,5,159,3.9,4.4,37,1.7,국내산,냉동보관,없음,
2026-05-02,토,중식,1,쌀밥,주식,325,21.2,9.5,38.7,328,6.6,1.4,9,3.4,국내산,냉장보관,"계란,밀",
2026-05-02,토,중식,2,갈비탕,국/찌개,58,24.7,16.9,5,580,10.6,1.3,62,5.4,중국산,상온보관,"대두,밀",
2026-05-02,토,중식,3,두부조림,주찬,263,24.9,15.5,6,560,10.1,0.5,7,0.5,국내산,냉장보관,"대두,밀",
2026-05-02,토,중식,4,가지나물,부찬,38,10.4,13,5,450,8.8,5.3,17,4.7,중국산,냉동보관,우유,
2026-05-02,토,중식,5,연근조림,부찬,66,7.8,8.6,5,843,3.8,5.5,1,4.7,국내산,상온보관,없음,
2026-05-02,토,중식,6,총각김치,김치류,43,18.3,17.6,5,450,11.9,5.7,58,2,국내산,냉장보관,"대두,밀",
2026-05-02,토,중식,7,열무김치,김치류,33,15.7,19.9,5,221,2.1,3.8,28,1.7,미국산,상온보관,없음,
2026-05-02,토,중식,8,젤리,후식/음료,101,16.3,15.4,5,449,3.2,4.4,84,5.7,중국산,냉장보관,없음,
2026-05-02,토,석식,1,기장밥,주식,339,23.4,14.4,29,484,14.9,2.3,77,6.6,국내산,냉동보관,우유,
2026-05-02,토,석식,2,콩나물국,국/찌개,81,20.9,8.7,5,323,13.2,1.9,117,1.7,국내산,냉장보관,없음,
2026-05-02,토,석식,3,닭강정,주찬,268,21.2,5.9,32.5,435,1.1,3.1,97,2.8,호주산,냉동보관,없음,
2026-05-02,토,석식,4,취나물,부찬,73,26.6,23.6,5,421,13.7,3.8,109,4.1,국내산,상온보관,없음,
2026-05-02,토,석식,5,어묵조림,부찬,92,24.8,17.1,5,215,9.1,1.6,21,5.8,국내산,냉장보관,"난류,밀,대두",
2026-05-02,토,석식,6,석박지,김치류,46,22.2,14.8,5,789,7.9,3.1,35,0.6,호주산,상온보관,"밀,계란,대두",
2026-05-02,토,석식,7,오이소박이,김치류,-13,16.7,19.9,5,309,13.4,1.7,83,4.5,호주산,냉장보관,"밀,대두,새우",
2026-05-02,토,석식,8,아이스크림,후식/음료,81,16.1,9.3,5,711,13.9,1.9,69,1.6,국내산,냉동보관,"난류,대두,밀,새우",
2026-05-03,일,조식,1,오곡밥,주식,362,20.4,3.1,63.1,633,14.6,1.2,5,2.2,미국산,냉장보관,"대두,밀",
2026-05-03,일,조식,2,두부된장찌개,국/찌개,94,20.8,12.7,5,175,9.8,5.3,28,7.3,국내산,상온보관,없음,
2026-05-03,일,조식,3,갈치구이,주찬,250,19.1,10.6,19.6,886,11.1,1.2,7,4.5,국내산,상온보관,대두,
2026-05-03,일,조식,4,도라지무침,부찬,55,17.8,22.5,5,827,6.1,4.7,63,3.2,미국산,냉장보관,"밀,계란,대두",
2026-05-03,일,조식,5,양파볶음,부찬,102,12.6,11.4,5,568,5.8,0.9,9,6.9,국내산,냉장보관,"난류,밀,대두",
2026-05-03,일,조식,6,갓김치,김치류,37,31.5,20.2,5,701,2,2.5,93,7.1,호주산,냉장보관,"대두,밀",
2026-05-03,일,조식,7,깍두기,김치류,-14,29.9,6.9,5,299,11.4,2.7,90,1.5,중국산,상온보관,대두,
2026-05-03,일,조식,8,쿨피스,후식/음료,104,20.8,16.8,5,593,4.3,5.1,15,4.3,국내산,냉장보관,"대두,밀",
2026-05-03,일,중식,1,팥밥,주식,323,13.5,11.3,41.8,770,7.9,0.6,73,1.3,국내산,냉장보관,"대두,밀",
2026-05-03,일,중식,2,순두부찌개,국/찌개,76,19.4,16.1,5,329,6.5,4.7,119,2.2,국내산,상온보관,없음,
2026-05-03,일,중식,3,돼지불고기,주찬,258,30.2,24.4,5,791,2.4,4.6,68,7.8,호주산,냉동보관,"대두,밀",
2026-05-03,일,중식,4,가지나물,부찬,78,12.2,4.6,5,720,8.9,4.3,28,3.8,국내산,상온보관,"난류,대두,밀,새우",
2026-05-03,일,중식,5,당근조림,부찬,105,27.6,16,5,249,2.6,2,41,0.6,국내산,냉동보관,없음,
2026-05-03,일,중식,6,동치미,김치류,38,18.1,11.5,5,242,10,3.1,68,5.5,국내산,냉장보관,없음,
2026-05-03,일,중식,7,열무김치,김치류,42,17.3,9.9,5,668,2.4,5,67,1.4,호주산,냉동보관,"우유,계란",
2026-05-03,일,중식,8,푸딩,후식/음료,62,27.6,22.8,5,518,9.1,6,52,3.8,국내산,냉장보관,"우유,계란",
2026-05-03,일,석식,1,찰밥,주식,370,17.2,3.9,66.5,539,1.3,1.9,43,1.6,중국산,냉장보관,"밀,대두,새우",
2026-05-03,일,석식,2,미역국,국/찌개,77,8.7,23.6,5,784,13.6,1.7,2,6.5,중국산,상온보관,우유,
2026-05-03,일,석식,3,돈까스,주찬,231,8.6,10.1,26.4,556,5.6,4.7,48,2.9,국내산,냉장보관,없음,
2026-05-03,일,석식,4,취나물,부찬,87,13.7,10.5,5,834,1.9,3.7,35,0.6,중국산,냉장보관,"계란,밀",
2026-05-03,일,석식,5,우엉조림,부찬,63,10.1,20,5,387,7.2,3.8,58,6.4,국내산,냉장보관,대두,
2026-05-03,일,석식,6,백김치,김치류,15,6.8,18,5,521,11,5.5,81,5.9,중국산,냉장보관,대두,
2026-05-03,일,석식,7,깍두기,김치류,3,20.1,17.8,5,863,5.1,4.7,32,6.1,국내산,냉장보관,대두,
2026-05-03,일,석식,8,쿨피스,후식/음료,85,23.3,4.8,5,816,5.5,5.6,41,5.9,국내산,상온보관,"밀,계란,대두",
2026-05-04,월,조식,1,찰밥,주식,351,26,19.2,18.6,821,11.3,2.5,50,3.4,국내산,상온보관,대두,
2026-05-04,월,조식,2,콩나물국,국/찌개,103,21.9,5.1,5,875,13.6,1.3,81,4.6,호주산,냉장보관,"난류,대두,밀,새우",
2026-05-04,월,조식,3,쇠고기장조림,주찬,221,25.6,6,16.1,655,7.1,2.5,62,1.1,국내산,냉장보관,없음,
2026-05-04,월,조식,4,가지나물,부찬,84,9.8,14.2,5,334,7.7,0.9,52,7.8,국내산,냉동보관,우유,
2026-05-04,월,조식,5,풋고추볶음,부찬,54,11.9,4.7,5,227,9.8,0.9,120,4.2,국내산,냉장보관,없음,
2026-05-04,월,조식,6,갓김치,김치류,6,21.5,12.7,5,163,9.4,2,73,5.2,국내산,냉동보관,"계란,밀",
2026-05-04,월,조식,7,백김치,김치류,26,16.2,8,5,207,10.6,5.5,67,2.4,국내산,냉장보관,대두,
2026-05-04,월,조식,8,과일(귤),후식/음료,99,31.8,6,5,642,8.7,4.3,25,7.1,국내산,냉장보관,"밀,계란,대두",
2026-05-04,월,중식,1,쌀밥,주식,377,34.7,24.8,5,376,11,4.8,61,3,국내산,냉장보관,없음,
2026-05-04,월,중식,2,시금치된장국,국/찌개,51,21.3,13,5,456,4.7,3.3,77,4.4,미국산,냉장보관,"우유,계란",
2026-05-04,월,중식,3,고등어조림,주찬,263,27.2,4.7,28,555,5.4,2.5,22,6,미국산,냉동보관,없음,
2026-05-04,월,중식,4,깻잎무침,부찬,31,22.6,14.1,5,687,8.8,1.7,27,7.9,미국산,냉장보관,"대두,밀",
2026-05-04,월,중식,5,멸치볶음,부찬,87,31.7,18.3,5,618,1.6,2.6,29,4.8,국내산,냉장보관,"난류,밀,대두",
2026-05-04,월,중식,6,깍두기,김치류,39,22.6,22.7,5,511,7.4,3.7,25,4.3,국내산,상온보관,없음,
2026-05-04,월,중식,7,총각김치,김치류,32,25.4,22.7,5,681,9.5,2,111,2.1,중국산,냉동보관,"대두,밀",
2026-05-04,월,중식,8,과일(사과),후식/음료,89,12.6,13.6,5,153,10.8,4.1,40,6.5,국내산,냉동보관,"난류,밀,대두",
2026-05-04,월,석식,1,찰밥,주식,324,29.4,11.9,24.8,207,1.7,3.6,116,3.9,호주산,냉동보관,없음,
2026-05-04,월,석식,2,콩나물해장국,국/찌개,52,34.9,4.6,5,683,14.3,5.1,67,3.4,중국산,냉장보관,없음,
2026-05-04,월,석식,3,쇠고기장조림,주찬,272,30.2,19.1,5,202,13.7,1.5,10,6.3,국내산,상온보관,우유,
2026-05-04,월,석식,4,깻잎무침,부찬,62,28,7.5,5,702,1.9,4.9,61,6.9,미국산,상온보관,우유,
2026-05-04,월,석식,5,멸치볶음,부찬,60,30.4,23,5,592,11,4,106,3.6,국내산,상온보관,없음,
2026-05-04,월,석식,6,보쌈김치,김치류,-6,15.5,4.7,5,725,12.7,6,77,6.7,미국산,냉동보관,없음,
2026-05-04,월,석식,7,백김치,김치류,7,31.2,23.1,5,466,10.5,4.9,107,7.2,국내산,냉장보관,없음,
2026-05-04,월,석식,8,수정과,후식/음료,77,31.9,3.3,5,392,14.9,1.8,97,5.7,호주산,상온보관,"대두,밀",
2026-05-05,화,조식,1,찰밥,주식,355,8.2,4.1,71.3,374,11.3,4.9,25,1.9,중국산,상온보관,우유,
2026-05-05,화,조식,2,두부된장찌개,국/찌개,98,26.4,9.7,5,720,2.2,2.7,49,6.2,호주산,냉장보관,"계란,밀",
2026-05-05,화,조식,3,햄볶음,주찬,280,33.1,24.3,5,808,5.1,4.4,83,5.9,국내산,상온보관,없음,
2026-05-05,화,조식,4,오이무침,부찬,30,18,20,5,235,5.1,4,107,3.3,국내산,냉장보관,없음,
2026-05-05,화,조식,5,연근조림,부찬,65,28.5,21.4,5,549,1.7,4.6,73,6.5,국내산,냉장보관,없음,
2026-05-05,화,조식,6,갓김치,김치류,-5,11,17.8,5,514,4.1,5.1,24,2.9,국내산,냉장보관,"우유,계란",
2026-05-05,화,조식,7,깍두기,김치류,40,9,16.4,5,598,6.2,3.7,64,3.8,국내산,냉장보관,우유,
2026-05-05,화,조식,8,과일(귤),후식/음료,110,33.1,6.7,5,221,14.9,2.6,117,6.2,미국산,냉장보관,없음,
2026-05-05,화,중식,1,콩밥,주식,352,18.5,19.5,25.6,157,11.1,0.8,116,6.2,국내산,냉장보관,없음,
2026-05-05,화,중식,2,김치찌개,국/찌개,99,14,10.1,5,737,7.1,1.7,81,3.3,중국산,냉장보관,없음,
2026-05-05,화,중식,3,닭찜,주찬,248,26.4,9.1,15.1,565,14.5,5.1,78,3.4,국내산,상온보관,"대두,밀",
2026-05-05,화,중식,4,상추무침,부찬,79,5.3,23.9,5,222,15,4.6,27,6.7,국내산,냉장보관,"밀,대두,새우",
2026-05-05,화,중식,5,연근조림,부찬,104,7.3,3.9,9.9,257,12,4.6,34,1.5,국내산,냉동보관,"밀,대두,새우",
2026-05-05,화,중식,6,오이소박이,김치류,7,34.4,21.9,5,541,4.6,5.7,108,2.6,국내산,상온보관,"밀,대두,새우",
2026-05-05,화,중식,7,백김치,김치류,15,31.7,24.3,5,419,8.1,2,85,6.8,국내산,냉동보관,"난류,대두,밀,새우",
